"ticker","price","% Held by Insiders 1","% Held by Institutions 1","200-Day Moving Average 3","50-Day Moving Average 3","52 Week High 3","52 Week Low 3","52-Week Change 3","Avg Vol (10 day) 3","Avg Vol (3 month) 3","Beta (3Y Monthly) ","Book Value Per Share (mrq)","Current Ratio (mrq)","Diluted EPS (ttm)","EBITDA ","Enterprise Value 3","Enterprise Value/EBITDA 6","Enterprise Value/Revenue 3","Float ","Forward P/E 1","Gross Profit (ttm)","Levered Free Cash Flow (ttm)","Market Cap (intraday) 5","Net Income Avi to Common (ttm)","Operating Cash Flow (ttm)","Operating Margin (ttm)","Payout Ratio 4","PEG Ratio (5 yr expected) 1","Price/Book (mrq)","Price/Sales (ttm)","Profit Margin ","Quarterly Revenue Growth (yoy)","Return on Assets (ttm)","Return on Equity (ttm)","Revenue (ttm)","Revenue Per Share (ttm)","S&P500 52-Week Change 3","Shares Outstanding 5","Shares Short (Mar 15, 2019) 4","Shares Short (prior month Feb 15, 2019) 4","Short % of Shares Outstanding (Mar 15, 2019) 4","Short Ratio (Mar 15, 2019) 4","Total Cash (mrq)","Total Cash Per Share (mrq)","Total Debt (mrq)","Total Debt/Equity (mrq)","Trailing P/E "
"DWDP","39.47","0.0047","0.7273","37.69","37.02","48.37","32.88","-0.137","14490000","15140000","1.12","41.68","2.01","1.65","1.69e+10","1.1629e+11","6.88","1.35","2.25e+09","17.78","2.227e+10","7.81e+09","8.866e+10","3.83e+09","4.73e+09","0.1289","0.9212","1.45","0.95","1.03","0.0447","0.002","0.0364","0.0404","8.598e+10","37.37","0.0786","2.25e+09","22420000","20990000","0.0103","2.14","1.353e+10","6","4.053e+10","42.14","23.95"
"DTE","124.42","0.0057","0.7424","116.97","123.54","126.07","94.25","0.196","755360","1060000","0.33","56.27","0.74","6.17","2.46e+09","3.719e+10","15.12","2.62","180600000","18.94","3.15e+09","-738370000","2.28e+10","1.12e+09","2.68e+09","0.1115","0.5823","4.78","2.21","1.60","0.0788","0.146","0.0283","0.108","1.421e+10","78.52","0.0786","183210000","4200000","3870000","0.0229","3.47","7.1e+07","0.39","1.424e+10","132.89","20.17"
"DRE","30.86","0.0019","0.9631","28.64","30.39","31.07","24.67","0.1804","2620000","2150000","0.72","12.98","3.42","1.07","485150000","1.458e+10","30.05","15.26","358510000","60.51","603260000","713880000","1.118e+10","378150000","484410000","0.242","0.7689","11.09","2.38","11.70","0.4016","0.579","0.019","0.0826","955510000","2.67","0.0786","359240000","6390000","7030000","0.0178","3.69","17900000","0.05","2.66e+09","56.50","28.95"
"DUK","90.45","6e-04","0.6168","86.71","89.93","91.67","71.96","0.1578","3600000","3570000","0.05","60.27","0.65","3.76","1.006e+10","1.2313e+11","12.24","5.11","726400000","17.33","1.076e+10","-2.61e+09","6.582e+10","2.64e+09","7.19e+09","0.2223","0.9745","4.05","1.50","2.73","0.1106","0.054","0.0237","0.0614","2.412e+10","34.06","0.0786","727690000","12650000","13720000","0.0174","3.35","4.42e+08","0.61","5.794e+10","132.18","24.08"
"DXC","65.98","0.0037","0.883","67.00","65.27","96.75","49.19","-0.2823","1390000","2e+06","1.70","40.84","1.00","5.39","5.51e+09","2.274e+10","4.13","0.95","267270000","7.16","6.61e+09","3.67e+09","1.77e+10","1.71e+09","2.27e+09","0.1397","0.1263","0.79","1.62","0.74","0.0646","-0.052","0.0668","0.14","2.388e+10","84.75","0.0786","268270000","7350000","6360000","0.0274","3.36","2.48e+09","9.23","7.56e+09","66.57","12.24"
"EMN","83.94","0.0043","0.8556","80.10","80.16","110.17","67.40","-0.2387","1120000","1200000","0.86","41.52","1.82","7.56","2.14e+09","1.743e+10","8.16","1.72","139060000","8.70","2.46e+09","781370000","1.165e+10","1.08e+09","1.54e+09","0.151","0.3042","0.95","2.02","1.15","0.1064","0.006","0.0599","0.1909","1.015e+10","71.89","0.0786","138790000","2730000","2260000","0.0197","2.63","2.27e+08","1.62","6.17e+09","104.93","11.10"
"ETN","83.88","0.0025","0.8038","76.31","81.19","89.46","64.46","0.0714","1590000","2570000","1.45","38.02","1.47","4.91","3.88e+09","4.268e+10","11.01","1.98","422360000","13.40","7.1e+09","2.12e+09","3.558e+10","2.14e+09","2.66e+09","0.1375","0.5377","1.90","2.21","1.65","0.0993","0.047","0.0583","0.1284","2.161e+10","49.76","0.0786","424220000","10690000","8640000","0.0252","3.87","4.4e+08","1.04","7.55e+09","46.78","17.08"
"EBAY","36.17","0.0529","0.8801","32.42","37.00","43.00","26.01","-0.0963","9890000","12830000","1.44","6.86","1.60","2.55","3e+09","3.742e+10","12.46","3.48","864200000","11.86","8.36e+09","1.62e+09","3.309e+10","2.53e+09","2.66e+09","0.2148","0","1.21","5.27","3.08","0.2354","0.101","0.0591","0.3528","1.075e+10","10.97","0.0786","914880000","22400000","22730000","0.0245","1.81","4.91e+09","5.37","9.24e+09","147.13","14.17"
"ECL","185.09","0.0049","0.8834","159.23","174.94","185.31","135.77","0.2451","840240","1030000","0.68","27.82","1.27","4.88","3.1e+09","5.965e+10","19.24","4.07","255710000","27.88","6.05e+09","1.24e+09","5.337e+10","1.43e+09","2.28e+09","0.1475","0.3463","2.32","6.65","3.64","0.0974","0.031","0.0675","0.1834","1.467e+10","50.83","0.0786","288370000","4820000","5210000","0.0167","4.1","114700000","0.4","7.05e+09","87.48","37.93"
"EW","191.71","0.0394","0","163.65","182.45","197.86","123.00","0.3782","925530","1310000","1.02","15.12","2.61","3.38","1.15e+09","3.887e+10","33.80","10.44","206460000","32.88","2.78e+09","494290000","3.99e+10","722200000","926800000","0.2881","0","3.07","12.68","10.72","0.194","0.1","0.122","0.2369","3.72e+09","17.80","0.0786","208110000","2830000","3170000","0.0136","2.08","956500000","4.6","593800000","18.91","56.72"
"EA","101.83","0.0051","0.9667","94.22","99.31","151.26","73.91","-0.1769","3090000","7360000","1.48","17.75","2.99","4.59","1.7e+09","2.634e+10","15.48","4.98","298030000","23.14","3.87e+09","246380000","3.051e+10","1.42e+09","1.56e+09","0.2939","0","2.57","5.74","5.76","0.2677","0.111","0.1111","0.3005","5.29e+09","17.40","0.0786","299600000","11750000","11850000","0.0392","1.64","5.16e+09","17.23","9.94e+08","18.60","22.17"
"EMR","72.1","0.0064","0.742","67.16","68.74","79.70","55.39","0.0385","1980000","3410000","1.35","13.37","0.88","3.59","3.64e+09","4.907e+10","13.48","2.77","610420000","17.63","7.46e+09","1.81e+09","4.431e+10","2.28e+09","2.77e+09","0.1675","0.5418","2.14","5.39","2.50","0.1283","0.087","0.0922","0.2757","1.774e+10","28.23","0.0786","614620000","8080000","6910000","0.0132","2.39","1.25e+09","2.03","5.96e+09","72.03","20.06"
"ETR","95.24","0.0026","0.9122","88.02","94.14","96.87","75.45","0.1933","1220000","1490000","0.18","46.78","0.54","4.63","2.79e+09","3.62e+10","12.96","3.29","188960000","17.04","3.84e+09","-2.05e+09","1.814e+10","848660000","2.39e+09","0.1036","0.7732","-4.33","2.04","1.65","0.0771","-0.042","0.015","0.0984","1.101e+10","60.69","0.0786","190470000","7850000","7350000","0.0412","4.01","480980000","2.54","1.813e+10","200.06","20.57"
"EOG","105.31","0.0047","0.8924","101.66","94.30","133.53","82.04","-0.1107","4590000","4090000","1.41","33.38","1.36","5.89","8.07e+09","6.18e+10","7.66","3.58","578070000","17.04","9.59e+09","-240920000","6.109e+10","3.42e+09","7.77e+09","0.2516","0.1286","0.47","3.15","3.54","0.198","0.264","0.0852","0.1918","1.727e+10","29.95","0.0786","580060000","13320000","11470000","0.023","2.55","1.56e+09","2.68","6.08e+09","31.42","17.88"
"EQR","77.45","0.0188","0.9407","69.94","74.71","77.46","59.29","0.2434","1220000","1520000","0.59","27.44","0.09","1.77","1.65e+09","3.8e+10","23.04","14.74","364300000","54.16","1.7e+09","1.11e+09","2.973e+10","654440000","1.36e+09","0.3333","1.2203","21.85","2.82","11.53","0.255","0.035","0.0262","0.0634","2.58e+09","7.01","0.0786","369930000","4860000","4320000","0.0131","2.97","49440000","0.13","8.83e+09","81.92","43.73"
"ESS","290.16","0.0218","0.988","263.85","286.63","294.61","226.22","0.1954","257110","292700","0.44","95.11","0.30","5.90","979540000","2.469e+10","25.21","17.03","64300000","52.00","1.06e+09","674170000","1.973e+10","390150000","826550000","0.3447","1.261","7.31","3.05","13.61","0.2692","-0.05","0.0251","0.0643","1.45e+09","21.95","0.0786","65690000","859750","982130","0.0129","3.2","140260000","2.13","5.61e+09","87.19","49.18"
"EL","167.52","0.0114","0.9184","143.11","160.86","169.47","121.47","0.1142","1080000","1870000","0.61","11.90","1.71","4.36","2.96e+09","6.171e+10","20.87","4.35","216140000","29.86","1.086e+10","1.76e+09","6.05e+10","1.63e+09","2.41e+09","0.17","0.3593","3.06","14.08","4.26","0.1149","0.07","0.1193","0.3679","1.419e+10","38.75","0.0786","218260000","7500000","8780000","0.0208","4.55","2.4e+09","6.65","3.39e+09","78.26","38.40"
"EXC","49.7","0.0024","0.8164","46.48","49.43","50.85","38.27","0.29","5080000","5330000","0.35","31.77","1.17","2.07","9.38e+09","8.576e+10","9.14","2.38","968110000","15.88","1.015e+10","260120000","4.821e+10","2.01e+09","8.64e+09","0.1267","0.6667","5.62","1.56","1.34","0.0559","0.051","0.0241","0.0639","3.598e+10","37.21","0.0786","969950000","16780000","15220000","0.0173","3.19","1.35e+09","1.39","3.653e+10","110.46","24.01"
"EXPE","125.79","0.1298","0.8909","120.92","122.85","139.77","105.87","0.1414","960800","1520000","0.68","27.89","0.64","2.65","1.26e+09","2.134e+10","16.90","1.90","108990000","15.65","9.26e+09","834630000","1.852e+10","4.06e+08","1.98e+09","0.0698","0.4679","1.29","4.51","1.65","0.0362","0.103","0.0268","0.0673","1.122e+10","74.84","0.0786","134390000","12260000","10420000","0.0833","8.39","2.47e+09","16.79","3.72e+09","65.43","47.47"
"EXC","49.7","0.0024","0.8164","46.48","49.43","50.85","38.27","0.29","5080000","5330000","0.35","31.77","1.17","2.07","9.38e+09","8.576e+10","9.14","2.38","968110000","15.88","1.015e+10","260120000","4.821e+10","2.01e+09","8.64e+09","0.1267","0.6667","5.62","1.56","1.34","0.0559","0.051","0.0241","0.0639","3.598e+10","37.21","0.0786","969950000","16780000","15220000","0.0173","3.19","1.35e+09","1.39","3.653e+10","110.46","24.01"
"EXPE","125.79","0.1298","0.8909","120.92","122.85","139.77","105.87","0.1414","960800","1520000","0.68","27.89","0.64","2.65","1.26e+09","2.134e+10","16.90","1.90","108990000","15.65","9.26e+09","834630000","1.852e+10","4.06e+08","1.98e+09","0.0698","0.4679","1.29","4.51","1.65","0.0362","0.103","0.0268","0.0673","1.122e+10","74.84","0.0786","134390000","12260000","10420000","0.0833","8.39","2.47e+09","16.79","3.72e+09","65.43","47.47"
"EXR","102.19","0.0313","1.0055","93.89","99.41","102.78","83.70","0.1631","654710","865110","0.29","18.99","0.78","3.27","812400000","1.802e+10","22.18","14.88","123300000","32.03","909810000","579950000","1.362e+10","414570000","677800000","0.4982","1.0275","5.64","5.38","11.25","0.3429","0.089","0.0493","0.1623","1.21e+09","9.60","0.0786","127300000","7640000","6810000","0.06","6.85","99820000","0.78","4.81e+09","172.82","31.22"
"XOM","80.92","9e-04","0.5556","77.89","80.63","87.36","64.65","0.0434","10450000","12410000","1.07","45.27","0.84","4.88","3.958e+10","3.8417e+11","9.70","1.38","4.23e+09","14.85","8.858e+10","1.129e+10","3.4268e+11","2.084e+10","3.601e+10","0.0771","0.6619","1.16","1.79","1.23","0.0746","0.045","0.0388","0.109","2.7933e+11","65.42","0.0786","4.23e+09","43300000","30860000","0.0102","2.47","3.04e+09","0.72","3.78e+10","19.04","16.58"
"FB","179.1","0.0143","0.7477","153.80","169.25","218.62","123.02","0.0769","12370000","18870000","1.20","29.48","7.19","7.57","2.923e+10","4.7054e+11","16.10","8.43","2.36e+09","20.21","4.648e+10","1.036e+10","5.1115e+11","2.211e+10","2.927e+10","0.4462","0","1.43","6.08","9.15","0.396","0.304","0.1712","0.2791","5.584e+10","19.32","0.0786","2.39e+09","21930000","25960000","0.0077","1.29","4.111e+10","14.41","5e+08","0.59","23.66"
"FAST","69.71","0.0025","0.8843","57.81","63.70","69.80","47.37","0.3515","2610000","2380000","1.59","8.37","4.31","2.69","1.17e+09","2.048e+10","17.56","4.03","285210000","22.71","2.4e+09","367080000","1.995e+10","771700000","719400000","0.2014","0.5878","1.26","8.32","3.92","0.1516","0.104","0.1917","0.3378","5.09e+09","17.75","0.0786","286160000","22560000","23710000","0.0788","12.08","185400000","0.65","711200000","29.67","25.91"
"FRT","138.11","0.0084","0.9743","128.84","135.02","139.29","110.66","0.1833","252010","368070","0.70","29.44","1.60","3.18","584050000","1.378e+10","23.59","15.10","73740000","42.50","632100000","357260000","1.041e+10","232940000","516690000","0.3797","1.3399","6.77","4.69","11.41","0.2652","0.048","0.0344","0.097","912040000","12.45","0.0786","74610000","2440000","2730000","0.0327","6.59","64090000","0.86","3.23e+09","124.03","43.44"
"FDX","196.95","0.0594","0.7275","195.32","181.47","266.67","150.94","-0.2326","1560000","1990000","1.71","76.35","1.46","13.59","8.79e+09","6.686e+10","7.61","0.97","240120000","11.73","1.779e+10","1.38e+09","5.132e+10","3.63e+09","6.83e+09","0.0794","0.1805","1.41","2.58","0.74","0.0525","0.029","0.0646","0.1875","6.92e+10","263.62","0.0786","260580000","3660000","3630000","0.014","2","2.87e+09","11.02","1.842e+10","92.57","14.50"
"FIS","113.16","0.0056","0.9229","106.09","109.68","115.56","93.87","0.1604","3320000","2920000","0.79","31.24","1.20","2.55","2.38e+09","4.475e+10","18.78","5.31","320880000","13.73","2.85e+09","1.51e+09","3.657e+10","8.46e+08","1.99e+09","0.1844","0.502","1.30","3.62","4.34","0.1004","0","0.0402","0.0837","8.42e+09","25.68","0.0786","323130000","2820000","3130000","0.0087","1.28","7.03e+08","2.18","8.98e+09","87.90","44.38"
"FE","41.37","0.0424","0","38.89","41.06","42.13","32.92","0.1907","6620000","5110000","0.28","13.17","0.52","1.99","3.92e+09","4.106e+10","10.47","3.65","4.99e+08","16.61","7.76e+09","-219380000","2.198e+10","6.55e+08","1.41e+09","0.2119","1.0827","-2.43","3.14","1.95","0.1197","0.01","0.0362","0.1903","1.126e+10","22.89","0.0786","531410000","29260000","26160000","0.0552","5.68","3.67e+08","0.69","1.95e+10","286.23","20.79"
"FISV","86.3","0.0031","0.9112","80.53","86.49","91.19","68.43","0.1949","5400000","5780000","0.97","5.84","1.11","2.87","1.9e+09","3.934e+10","20.73","6.76","390740000","22.07","2.75e+09","1.01e+09","3.379e+10","1.19e+09","1.6e+09","0.2621","0","2.06","14.77","5.80","0.2039","0.023","0.0885","0.4725","5.82e+09","14.36","0.0786","391590000","35910000","35820000","0.0916","7.49","4.15e+08","1.06","5.96e+09","259.88","30.07"
"FLT","251.38","0.0151","0.9706","209.43","239.82","252.34","172.18","0.2322","386370","597810","1.05","38.91","0.86","8.81","1.34e+09","2.537e+10","18.87","10.43","84670000","18.79","1.95e+09","600600000","2.158e+10","811480000","903380000","0.4518","0","1.32","6.46","8.87","0.3335","0.055","0.061","0.2313","2.43e+09","27.42","0.0786","85860000","1400000","1620000","0.0163","2.19","1.03e+09","12.01","4.82e+09","144.27","28.53"
"FLS","48.97","0.0027","1.0675","45.64","45.42","56.86","35.88","0.055","635800","990360","1.91","12.58","2.20","0.91","462600000","7.23e+09","15.64","1.89","130770000","19.59","1.23e+09","168150000","6.41e+09","119670000","190830000","0.0914","0.8352","1.22","3.89","1.67","0.0312","-0.046","0.0459","0.0751","3.83e+09","29.30","0.0786","130980000","4630000","5980000","0.0354","3.3","619680000","4.73","1.48e+09","89.30","53.81"
"FLR","41.18","0.0059","0.9051","40.29","37.91","62.08","29.78","-0.2949","1220000","1670000","2.10","21.22","1.53","1.59","748620000","5.57e+09","7.44","0.29","138700000","11.44","669900000","486470000","5.75e+09","224830000","162160000","0.0278","0.5283","0.54","1.94","0.30","0.0117","-0.045","0.0364","0.0886","1.917e+10","136.50","0.0786","139610000","3710000","3430000","0.0266","1.98","1.98e+09","14.18","1.69e+09","54.15","25.90"
"FMC","79.97","0.0083","0.9538","72.43","77.94","81.01","60.16","0.1426","687500","996510","1.12","23.59","1.35","3.69","1.29e+09","1.324e+10","10.29","2.80","122330000","12.10","2.16e+09","524920000","1.052e+10","642600000","368400000","0.2403","0.1884","0.59","3.39","2.23","0.1062","0.245","0.0741","0.2213","4.73e+09","35.18","0.0786","131610000","3790000","4070000","0.0288","3.68","161700000","1.22","2.74e+09","85.47","21.64"
"FL","61.9","0.2286","0","54.66","60.66","68.00","40.02","0.4007","2860000","2720000","1.20","22.33","3.30","4.66","9.06e+08","6.05e+09","6.68","0.76","111420000","10.94","3.42e+09","684120000","6.95e+09","5.41e+08","7.81e+08","0.0917","0.2961","1.20","2.77","0.88","0.0681","0.028","0.1169","0.2153","7.94e+09","68.68","0.0786","112310000","10350000","10270000","0.0917","3.08","8.91e+08","7.93","1.24e+08","4.95","13.28"
"F","9.45","0.238","0.0761","8.80","8.81","12.15","7.41","-0.1749","32430000","42720000","0.75","9.03","1.20","0.92","1.273e+10","1.6795e+11","13.20","1.05","3.9e+09","7.05","1.468e+10","3.42e+09","3.77e+10","3.68e+09","1.502e+10","0.0276","0.6522","2.06","1.05","0.24","0.0229","0.011","0.0107","0.103","1.6034e+11","40.35","0.0786","3.92e+09","107400000","98770000","0.0269","2.42","2.304e+10","5.79","1.5421e+11","427.59","10.27"
"FTV","87.66","0.1225","0.8771","76.81","83.58","88.34","62.89","0.154","1260000","1480000","1.20","19.72","1.45","8.21","1.47e+09","3.133e+10","21.34","4.86","294120000","22.03","3.32e+09","1.01e+09","2.933e+10","883400000","1.34e+09","0.1871","0.1111","1.92","4.45","4.55","0.4516","-0.027","0.0645","0.1762","6.45e+09","18.68","0.0786","334630000","9750000","10570000","0.0291","6.04","1.18e+09","3.52","3.43e+09","51.87","10.68"
"FBHS","49.13","0.0069","0.8988","45.07","47.31","59.61","35.27","-0.1665","1290000","1550000","1.75","15.50","1.13","2.66","854800000","8.98e+09","10.50","1.64","139530000","12.25","1.97e+09","348990000","6.92e+09","389800000","6.04e+08","0.1286","0.3008","1.59","3.17","1.26","0.071","0.028","0.0768","0.1631","5.49e+09","37.93","0.0786","140870000","3750000","4550000","0.0266","2.8","262900000","1.87","2.33e+09","107.06","18.48"
"BEN","35.46","0.45","0.5116","31.42","33.17","35.65","27.34","0.0352","2530000","2810000","0.94","19.05","4.72","3.04","2e+09","1.175e+10","5.87","1.92","284390000","13.48","2.89e+09","1.21e+09","1.807e+10","1.6e+09","2.18e+09","0.3224","0.3177","-9.90","1.86","2.95","0.2655","-0.126","0.077","0.1245","6.12e+09","11.60","0.0786","509510000","24720000","23410000","0.0485","8.74","8.31e+09","16.31","730400000","6.64","11.65"
"FCX","13.7","0.0054","0.7237","12.03","12.88","19.70","9.60","-0.2643","17880000","21590000","1.48","6.76","3.22","1.78","6.57e+09","3.874e+10","5.89","2.08","1.39e+09","15.05","7e+09","2.06e+09","1.985e+10","2.61e+09","3.86e+09","0.2474","0.0838","6.65","2.03","1.07","0.1397","-0.269","0.0724","0.1993","1.863e+10","12.86","0.0786","1.45e+09","30350000","43120000","0.0209","1.64","4.33e+09","2.98","1.114e+10","62.27","7.70"
"GPS","25.78","0.3594","0.6005","26.20","25.95","34.21","24.25","-0.1555","3750000","5380000","0.40","9.40","1.96","2.59","1.95e+09","9.52e+09","4.88","0.57","231110000","10.11","6.32e+09","393120000","9.76e+09","1e+09","1.38e+09","0.0829","0.3745","1.81","2.74","0.59","0.0605","-0.032","0.1071","0.2995","1.658e+10","43.06","0.0786","378600000","25650000","26720000","0.0678","2.98","1.37e+09","3.62","1.25e+09","35.15","9.95"
"GD","174.93","0.0596","0.8782","174.33","169.32","229.74","143.87","-0.2151","1160000","1370000","1.46","40.74","1.23","11.18","5.25e+09","6.075e+10","11.58","1.68","277230000","13.47","4.5e+09","1.57e+09","5.051e+10","3.36e+09","3.13e+09","0.1239","0.3235","1.77","4.29","1.40","0.0924","0.254","0.0697","0.2899","3.619e+10","122.58","0.0786","288770000","3400000","3340000","0.0118","2.36","9.63e+08","3.35","1.242e+10","105.84","15.65"
"GIS","51.58","0.003","0.7117","44.24","49.01","51.96","36.42","0.1397","3420000","4660000","0.94","11.58","0.56","2.56","3.62e+09","4.623e+10","12.75","2.79","596800000","15.63","5.45e+09","1.73e+09","3.089e+10","1.54e+09","2.73e+09","0.1801","0.7686","3.06","4.46","1.86","0.0926","0.081","0.0711","0.2241","1.659e+10","27.83","0.0786","598790000","21570000","17860000","0.036","4.53","547100000","0.91","1.502e+10","192.62","20.18"
"GM","39.71","0.073","0.7882","36.37","38.40","45.00","30.56","0.0041","5590000","8950000","0.99","27.76","0.92","5.53","1.191e+10","1.4293e+11","12.00","0.97","1.23e+09","6.30","1.428e+10","-5.48e+09","5.597e+10","7.99e+09","1.526e+10","0.0458","0.2724","0.39","1.43","0.38","0.0545","0.018","0.0191","0.2045","1.4705e+11","104.22","0.0786","1.41e+09","18240000","20390000","0.0129","2.1","2.191e+10","15.55","1.0495e+11","245.34","7.18"
"GPC","112.81","0.0288","0.7782","102.02","109.69","115.20","86.89","0.2418","667530","953010","0.96","23.64","1.28","5.50","1.41e+09","1.926e+10","13.68","1.03","143060000","18.05","5.98e+09","861500000","1.646e+10","810470000","1.15e+09","0.0622","0.5236","4.30","4.77","0.88","0.0433","0.094","0.0581","0.2337","1.874e+10","127.75","0.0786","145940000","3430000","3530000","0.0235","3","333550000","2.29","3.14e+09","90.53","20.51"
"GILD","65.28","0.007","0.8264","68.29","65.17","79.61","60.32","-0.1122","6100000","7240000","1.23","16.68","3.38","4.17","1.045e+10","8.002e+10","7.66","3.62","1.27e+09","9.39","1.727e+10","6.47e+09","8.323e+10","5.46e+09","8.4e+09","0.4076","0.5468","-2.77","3.91","3.76","0.2465","-0.026","0.0842","0.2598","2.213e+10","17.05","0.0786","1.27e+09","11350000","12950000","0.0089","1.62","3.071e+10","24.08","2.732e+10","126.88","15.65"
"GWW","304.86","0.1739","0.7989","299.61","302.36","372.06","265.00","0.0875","423710","447610","1.49","34.39","2.37","13.73","1.62e+09","1.906e+10","11.76","1.70","44870000","15.39","4.35e+09","680880000","1.695e+10","7.76e+08","1.06e+09","0.1215","0.3904","1.25","8.87","1.51","0.0697","0.05","0.1459","0.4198","1.122e+10","199.87","0.0786","55600000","3030000","3190000","0.0546","8.41","5.38e+08","9.66","2.22e+09","106.07","22.20"
"HAL","31.33","0.0029","0.8239","32.10","29.73","54.91","24.70","-0.3853","7070000","9460000","1.37","10.93","2.32","1.89","4.34e+09","3.581e+10","8.25","1.49","869770000","14.99","2.99e+09","900750000","2.734e+10","1.66e+09","3.16e+09","0.1139","0.381","0.86","2.87","1.14","0.069","-0.001","0.0669","0.1852","2.4e+10","27.42","0.0786","872760000","16490000","18880000","0.0189","1.6","2.01e+09","2.3","1.046e+10","109.57","16.58"
"HBI","18.52","0.0124","0.9865","16.28","18.02","22.57","11.57","0.015","4e+06","5680000","1.19","2.68","1.73","1.52","1.08e+09","1.017e+10","9.42","1.50","357950000","10.35","2.69e+09","493450000","6.69e+09","553080000","643400000","0.1392","0.3947","6.20","6.90","0.98","0.0813","0.075","0.0837","0.6678","6.8e+09","18.72","0.0786","361470000","36330000","35420000","0.1005","7.07","433020000","1.2","3.98e+09","410.25","12.18"
"HOG","40.22","0.0064","0.9394","38.07","37.21","46.79","31.36","-0.0623","2380000","2360000","1.30","11.24","1.25","3.19","1.05e+09","1.339e+10","12.71","2.34","157030000","10.53","2.07e+09","6.93e+08","6.32e+09","531450000","1.21e+09","0.1439","0.4639","1.54","3.58","1.11","0.093","-0.068","0.0498","0.2938","5.72e+09","34.51","0.0786","157130000","17500000","16010000","0.1097","6.43","554560000","3.52","7.6e+09","428.38","12.61"
"HRS","167.84","0.0037","0.9266","153.64","162.19","175.50","123.24","2e-04","702060","933260","1.30","28.97","1.27","7.16","1.52e+09","2.294e+10","15.10","3.56","117340000","18.50","2.25e+09","817370000","1.978e+10","8.64e+08","8.47e+08","0.1957","0.3506","1.18","5.79","3.07","0.1344","0.085","0.08","0.2704","6.45e+09","54.57","0.0786","117830000","9680000","9180000","0.082","11.24","3.43e+08","2.91","3.82e+09","111.93","23.44"
"HIG","51.07","0.004","0.9352","46.55","49.19","55.16","40.54","-0.0282","1450000","2110000","0.55","35.55","2.33","4.94","2.54e+09","1.892e+10","7.45","1.00","358330000","9.46","6.41e+09","2.26e+09","1.842e+10","1.48e+09","2.84e+09","0.1096","0.2709","0.67","1.44","0.97","0.0955","0.011","0.009","0.1117","1.893e+10","52.80","0.0786","360740000","3430000","4200000","0.0095","1.67","4.41e+09","12.25","4.81e+09","36.73","10.33"
"HAS","87.57","0.0822","0.9359","90.13","86.08","109.60","76.84","-0.0249","834470","1170000","1.11","13.91","2.42","1.74","759320000","1.13e+10","14.89","2.47","116480000","17.76","2.34e+09","576590000","1.103e+10","220430000","6.46e+08","0.1291","1.4138","1.85","6.30","2.41","0.0481","-0.13","0.0701","0.123","4.58e+09","36.31","0.0786","1.26e+08","6920000","6440000","0.0554","5.05","1.21e+09","9.59","1.7e+09","97.17","50.33"
"HCP","30.86","0.0022","0.9697","29.12","31.00","32.23","21.80","0.3702","2600000","3180000","0.51","12.45","2.21","2.24","1.03e+09","2.106e+10","20.42","11.40","476840000","53.21","1.13e+09","1.25e+09","1.495e+10","1.06e+09","848710000","0.2635","0.6607","21.29","2.48","8.10","0.5746","-0.003","0.0227","0.1773","1.85e+09","3.92","0.0786","477930000","22970000","24920000","0.0481","6.69","110790000","0.23","5.57e+09","85.51","13.77"
"HSY","116.11","0.0043","0.7636","108.04","112.53","116.73","89.10","0.1975","781610","1100000","0.05","6.67","0.93","5.58","2.04e+09","2.805e+10","13.73","3.60","143220000","19.61","3.58e+09","981680000","2.421e+10","1.18e+09","1.6e+09","0.2255","0.4939","2.62","17.41","3.11","0.1511","0.025","0.1657","1.0014","7.79e+09","37.10","0.0786","208520000","5960000","4680000","0.0286","4.09","5.88e+08","2.82","4.46e+09","316.76","20.81"
"HPE","16.4","0.0015","0.8464","15.28","15.92","17.88","12.09","-0.0735","6420000","11100000","1.19","13.27","0.94","0.44","4.94e+09","3.111e+10","6.29","1.01","1.37e+09","9.43","9.29e+09","1.16e+09","2.247e+10","7.07e+08","3.2e+09","0.0769","0.8088","1.39","1.24","0.73","0.0211","-0.016","0.0261","0.0334","3.073e+10","20.74","0.0786","1.37e+09","35360000","36520000","0.0258","2.66","3.78e+09","2.76","1.255e+10","68.44","37.61"
"HON","162.47","0.0036","0.7711","147.87","157.02","162.63","123.48","0.144","1960000","2850000","1.24","24.92","1.29","8.98","8.96e+09","1.2212e+11","13.63","2.92","697360000","18.63","1.276e+10","5.78e+09","1.1834e+11","6.77e+09","6.43e+09","0.1877","0.3402","3.55","6.52","2.83","0.1618","-0.103","0.0836","0.3898","4.18e+10","56.26","0.0786","728370000","5390000","5060000","0.0074","1.83","1.091e+10","14.96","1.621e+10","88.29","18.09"
"HRL","41.15","0.4821","0.4533","42.83","42.88","46.26","34.12","0.1668","2400000","2670000","-0.11","10.67","1.46","1.74","1.34e+09","2.238e+10","16.75","2.34","276810000","21.21","2e+09","491580000","2.204e+10","950460000","1.12e+09","0.1226","0.444","4.57","3.86","2.30","0.0993","0.012","0.0916","0.1751","9.57e+09","18.00","0.0786","535680000","38160000","33700000","0.0712","12.51","512690000","0.96","624880000","10.95","23.65"
